127,127,Spot Bonus,2150
128,128,Retention Bonus,950
129,129,Performance Bonus,2800
130,130,Annual Bonus,2850
131,131,Spot Bonus,2200
132,132,Retention Bonus,900
133,133,Performance Bonus,2850
134,134,Annual Bonus,2800
135,135,Spot Bonus,2250
136,136,Retention Bonus,850
137,137,Performance Bonus,2900
138,138,Annual Bonus,2750
139,139,Spot Bonus,2300
140,140,Retention Bonus,800
141,141,Performance Bonus,2950
142,142,Annual Bonus,2700
143,143,Spot Bonus,2350
144,144,Retention Bonus,750
145,145,Performance Bonus,3000
146,146,Annual Bonus,2650
147,147,Spot Bonus,2400
148,148,Retention Bonus,700
149,149,Performance Bonus,2950
150,150,Annual Bonus,2600
151,151,Spot Bonus,2450
152,152,Retention Bonus,650
153,153,Performance Bonus,2900
154,154,Annual Bonus,2550
155,155,Spot Bonus,2500
156,156,Retention Bonus,600
157,157,Performance Bonus,2850
158,158,Annual Bonus,2500
159,159,Spot Bonus,2550
160,160,Retention Bonus,550
161,161,Performance Bonus,2800
162,162,Annual Bonus,2450
163,163,Spot Bonus,2600
164,164,Retention Bonus,500
165,165,Performance Bonus,2750
166,166,Annual Bonus,2400
167,167,Spot Bonus,2650
168,168,Retention Bonus,450
169,169,Performance Bonus,2700
170,170,Annual Bonus,2350
171,171,Spot Bonus,2700
172,172,Retention Bonus,400
173,173,Performance Bonus,2650
174,174,Annual Bonus,2300
175,175,Spot Bonus,2750
176,176,Retention Bonus,350
177,177,Performance Bonus,2600
178,178,Annual Bonus,2250
179,179,Spot Bonus,2800
180,180,Retention Bonus,300
181,181,Performance Bonus,2550
182,182,Annual Bonus,2200
183,183,Spot Bonus,2850
184,184,Retention Bonus,350
185,185,Performance Bonus,2500
186,186,Annual Bonus,2150
187,187,Spot Bonus,2900
188,188,Retention Bonus,400
189,189,Performance Bonus,2450
190,190,Annual Bonus,2100
191,191,Spot Bonus,2950
192,192,Retention Bonus,450
193,193,Performance Bonus,2400
194,194,Annual Bonus,2050
195,195,Spot Bonus,3000
196,196,Retention Bonus,500
197,197,Performance Bonus,2350
198,198,Annual Bonus,2000
199,199,Spot Bonus,2950
200,200,Retention Bonus,550
201,201,Performance Bonus,2300
202,202,Annual Bonus,1950
203,203,Spot Bonus,2900
204,204,Retention Bonus,600
205,205,Performance Bonus,2250
206,206,Annual Bonus,1900
207,207,Spot Bonus,2850
208,208,Retention Bonus,650
209,209,Performance Bonus,2200
210,210,Annual Bonus,1850
211,211,Spot Bonus,2800
212,212,Retention Bonus,700
213,213,Performance Bonus,2150
214,214,Annual Bonus,1800
215,215,Spot Bonus,2750
216,216,Retention Bonus,750
217,217,Performance Bonus,2100
218,218,Annual Bonus,1750
219,219,Spot Bonus,2700
220,220,Retention Bonus,800
221,221,Performance Bonus,2050
222,222,Annual Bonus,1700
223,223,Spot Bonus,2650
224,224,Retention Bonus,850
225,225,Performance Bonus,2000
226,226,Annual Bonus,1650
227,227,Spot Bonus,2600
228,228,Retention Bonus,900
229,229,Performance Bonus,1950
230,230,Annual Bonus,1600
231,231,Spot Bonus,2550
232,232,Retention Bonus,950
233,233,Performance Bonus,1900
234,234,Annual Bonus,1550
235,235,Spot Bonus,2500
236,236,Retention Bonus,1000
237,237,Performance Bonus,1850
238,238,Annual Bonus,1500
239,239,Spot Bonus,2450
240,240,Retention Bonus,1050
241,241,Performance Bonus,1800
242,242,Annual Bonus,1450
243,243,Spot Bonus,2400
244,244,Retention Bonus,1100
245,245,Performance Bonus,1750
246,246,Annual Bonus,1400
247,247,Spot Bonus,2350
248,248,Retention Bonus,1150
249,249,Performance Bonus,1700
250,250,Annual Bonus,1350
