223,223,Social Security,500
224,224,Income Tax,350
225,225,Health Insurance,475
226,226,Retirement Contribution,420
227,227,Social Security,490
228,228,Income Tax,340
229,229,Health Insurance,485
230,230,Retirement Contribution,410
231,231,Social Security,480
232,232,Income Tax,330
233,233,Health Insurance,495
234,234,Retirement Contribution,400
235,235,Social Security,470
236,236,Income Tax,320
237,237,Health Insurance,500
238,238,Retirement Contribution,390
239,239,Social Security,460
240,240,Income Tax,310
241,241,Health Insurance,490
242,242,Retirement Contribution,380
243,243,Social Security,450
244,244,Income Tax,300
245,245,Health Insurance,480
246,246,Retirement Contribution,370
247,247,Social Security,440
248,248,Income Tax,290
249,249,Health Insurance,470
250,250,Retirement Contribution,360
